,artiss,juduls,chords
59,Lolot,Lolot Truli,"[INTRO]
  Bm G A Bm 2x

Bm
Bagus bagus nengil jumah 
G           A    Bm
Tusing ade nak nawang
Bm 
Bagus bagus setata jumah 
G            A            Bm
Buin pidan bisa ngelah tunangan 

A
Pesuang ibane 
Bm
Pesuang ibane 
G               A          Bm
Anak bajang mekacakan di margane 

A
Pesuang ibane 
Bm
Pesuang ibane 
G            A             Bm
Eda pragat masekeb di kamar dogen 

Bm
Tegarang dong pinehang 
G        A           Bm
Umure ngangsan ngwayahang
Bm 
Meme bape kenyel ngantiangin 
G           A            Bm
Dot pesan enggal nepukin cucu 

A
Pesuang ibane 
Bm
Pesuang ibane 
G          A              Bm
Enggalang alihang meme bape mantu 

A
Pesuang ibane 
Bm
Pesuang ibane 
G            A                 Bm
Apang tusing lantas dadi truna lingsir 

Truli 

[MELODI]
  Bm G A Bm 4x

Bm
Tegarang dong pinehang 
G        A           Bm
Umure ngangsan ngwayahang
Bm 
Meme bape kenyel ngantiangin 
G           A            Bm
Dot pesan enggal nepukin cucu

A
Pesuang ibane 
Bm
Pesuang ibane 
G               A          Bm
Anak bajang mekacakan di margane 

A
Pesuang ibane 
Bm
Pesuang ibane 
G            A             Bm
Eda pragat masekeb di kamar dogen  

A
Pesuang ibane 
Bm
Pesuang ibane 
G          A              Bm
Enggalang alihang meme bape mantu 

A
Pesuang ibane 
Bm
Pesuang ibane 
G            A                 Bm
Apang tusing lantas dadi truna lingsir 

Truli 

[MUSIK]"
79,Lolot,Lolot Punyah,"[INTRO]
  Bm G A (4x)

Bm          G   A    Bm G A
Malem minggu care jani
Bm          G   A    Bm G A
Tunangan tiang sing ngelah
Bm          G   A    Bm G A
Keneh inguh sing karuwan
Bm          G   A    Bm G A
Payu bengong mepangenan

Bm          G   A
Tiang merasa jengah
Bm          G   A
Nepukin timpal-timpal
Bm          G   A    Bm G-A
Ngandeng tunangan melali

[REFF]

Bm          G    D         A
Ketimbang tiang bengong pedidian
Bm          G    D                    A
Luwungan tiang  ngalih timpal ne senasib
Bm    G            D    
Negak diwarung ngaluh

       A
Arak jak pengecap
Bm         G         
Anggon ngilangan
D              A          
Jengah dihati....

[INTERLUDE]
  Bm G A 
  jengah dihati....
  Bm G A
  Bm G A
  Bm G A

Bm        G    A     Bm G A
Kudang botol sube telah
Bm        G    A     Bm G A
Nganti mrase lempuyengan
Bm        G    A     Bm G A
Mejalan srayang-sruyung
Bm        G    A     Bm G A
Manging kenehe be misi

Bm        G    A 
Tiang tusing peduli
Bm        G    A 
Anake ngorang buduh
Bm        G    A     Bm G-A
Ne penting sing ngae rusuh

[REFF]

Bm          G    D         A
Ketimbang tiang bengong pedidian
Bm          G    D                    A
Luwungan tiang  ngalih timpal ne senasib
Bm    G            D    
Negak diwarung ngaluh

       A
Arak jak pengecap
Bm         G         
Anggon ngilangan
D              A          
Jengah dihati....

     Bm G D
Oo...ooo...
A          Bm G D A
Jengah di hati

[INTERLUDE]
  Bm A G A (2x)

[MELODI]
  Bm G D A (4x)

Bm          G   A
Tiang merasa jengah
Bm          G   A
Nepukin timpal-timpal
Bm          G   A    Bm G-A
Ngandeng tunangan melali

Bm         G  D            A
Yening wenten merasa senasib
Bm      G              D      A
Jalan sareng-sareng punyah  sareng titiang
Bm      G     D           A
Yening wenten merasa senasib

Bm      G             D               
Driki sareng-sareng punyah
 A               Bm
Sareng titiang punyah
G           D A
Lan sareng-sareng driki memunyah
G           D A    
Lan sareng-sareng....
 
  Bm G D A    Bm G D A
Punyah....  punyah....
  Bm G D A    Bm G D A
Punyah....  punyah....

[OUTRO]
  Bm G A (2x)
  Bm"
95,Lolot,Lolot Jeleme Palsu,"[INTRO]
  Bm Cm Bm 2x
  F#m-Gm-A

Bm                            A              
Rikale memunyi bibihne serase lemuh
G                                  A                   
Ane mirengang lantas anyud tur percaya
Bm                A
Tekening apene ketuturang
Gm                     A
Mirib layahne sampun merajah

[INTERLUDE]
  Bm Cm Bm
  Gm-A

Bm                      A
Ye nyak malu nengil di betenan
G                 A
Ye nyak malu ngerasangyang tuyuh
Bm                A
Ngantosang galahne pinih becik
G
Nyalanang keneh jele
A
Siage nelahang mekejang

[INTERLUDE]
  Bm Cm Bm
  F#m-Gm-A

[REFF]
Bm              A                    G
Dueg mule saje dueg yen ngajumang anak
       A
Dueg ngalih selah
Bm                 A                    G            A
Sekadi lelintahe neket nyedot getih ne tur kanti telah…

Bm                        A         G
Dueg mule saje dueg yen ngajumang anak
A
Dueg ngalih selah
Bm                    A    
Sekadi lelipine ngilit ngerebutin tulang 
G                  G
kanti benyah mekejang 

[INTERLUDE]
  Bm Cm Bm
  F#m-Gm-A

[REFF]

Bm                        A         G
Dueg mule saje dueg yen ngajumang anak
A
Dueg ngalih selah
Bm                    A    
Sekadi lelipine ngilit ngerebutin tulang 
G                  G
kanti benyah mekejang 

Bm              A                    G
Dueg mule saje dueg yen ngajumang anak
A
Dueg ngalih selah
Bm                 A                    G            A
Sekadi lelintahe neket nyedot getih ne tur kanti telah…

[INTERLUDE]
  Bm Cm Bm
  F#m-Gm-A 4x"
36,Mercy,Mercy Tresna Tegangan Tinggi,"[INTRO]
  Bm  G D A 3x

Bm              G              D 
Diastun bumi jani tanpa matan ai 
                 A
tresnan beline tusing je mati
Bm             G          D
Setegeh gunung sedalem-dalem pasih 
                 A
mirib side kal lewatin beli
 
Bm        G           D 
Keto yang tresnan beli kapining adi 
    A
kalintang sujati
Bm           G                     D
Nyen saje bani lakar ngugul ragan adi 
            A
beli bani mebela pati

[INTERLUDE]
   Bm  G D A 2x

Bm              G              D                          
Yen kekene alus caran adine nyakitin beli
                   A
Sebilang nganggur adi state megedi
Bm               G              D                         
Ulian rase jengah minab tresne sing meaji beli

               A 
sing ngitungan ne madan karma pala
Bm              G                 D 
Ento dadong rerod kal idin beli tulungan 

                   A
apang side ngenen adi guna-guna
Bm           G                D
Nyen nawang mani adi mebalik kuri 
               A
nepukin beli bagus skadi arjuna

[REFF]

Bm   G             D
Keto yang teresan beli 
            A
bes keliwat tegangan tinggi.
Bm              G             D  
Sing ngitungan liu nelahang sesari...
                 A
Ne penting prawan adi sube bakatin beli...

[MELODI] 
   Bm  G D A 4x


Bm              G              D                          
Yen kekene alus caran adine nyakitin beli
                   A
Sebilang nganggur adi state megedi
Bm               G              D                         
Ulian rase jengah minab tresne sing meaji beli

               A 
sing ngitungan ne madan karma pala
Bm              G                 D 
Ento dadong rerod kal idin beli tulungan 

                   A
apang side ngenen adi guna-guna
Bm           G                D
Nyen nawang mani adi mebalik kuri 
               A
nepukin beli bagus skadi arjuna

[REFF 2x]

Bm   G             D
Keto yang teresan beli 
            A
bes keliwat tegangan tinggi
Bm              G             D  
Sing ngitungan liu nelahang sesari...
                 A
Ne penting prawan adi sube bakatin beli...

     Bm      G             D              A 
Iluh... iluh... ampurayang pelaksanan beli
     Bm      G             D              A 
Iluh... iluh... ampurayang pelaksanan beli

[END]
  Bm  G D A 2x

luh... iluh... iluh.. iluuuuuuuuuuh"
26,Motifora,Motifora Sang Dewi,"[INTRO]
  Am F C G (2x)

Am         F
Mengingetang
  C                 G
Manis tresnan adi taen gelahang
Am        F
Mengetelang
   C                 G
Ening yeh peningalan beli ne

 Am         F
Inget adi mejalan
  C          Em
Kerasa hujan sing ngidang
         Am             F
Menandingin bales ketelan
    C            G
Yeh peningalan ulung

[REFF]

      Am
Dije ke ragan adi
        F
Buin ja lakar tepuk
        C             G
Kerana adi kadi Sang Dewi
      Am
Ade ke adi teka
       F
Buin ja kal mewali
       C            G
Ring ipian dados Dedari

[INTERLUDE]
   Am F C G

Am     F
Tanpa arah
   C                G
Tindakan beli ne tanpa adi
Am              F
Alih ja beli dini
    C                      G
Peluk tekekang diastun lewat mimpi

[REFF]

      Am
Dije ke ragan adi
        F
Buin ja lakar tepuk
        C             G
Kerana adi kadi Sang Dewi
      Am
Ade ke adi teka
       F
Buin ja kal mewali
       C            G
Ring ipian dados Dedari

[MELODI]
  Am F Am G (3x) G

F           C          G
Sing ade buin suaran adi
             G
Ngingetin beli
Am                     F
Ngajeng, manjus lan sirep
   F       Am
Manja solah adi
               C
Manying suaran adi
          Em
Kangenang beli

Am           F
Inget adi mejalan
  C          Em
Kerasa hujan sing ngidang
         Am             F
Menandingin bales ketelan
    C            G
Yeh peningalan ulung

[REFF 2x]

      Am
Dije ke ragan adi
        F
Buin ja lakar tepuk
        C             G
Kerana adi kadi Sang Dewi
      Am
Ade ke adi teka
       F
Buin ja kal mewali
       C            G
Ring ipian dados Dedari

[OUTRO]
  Bm G D A (2x) Bm"
56,Ray Peni,Ray Peni Titi Pegat,"[INTRO]
  A F#m Bm E
  D A Bm E
  D E Bm E
  D E C#m F#m
  G E A E

A                    C#m
Tengah lemenge inguh keneh tiange
      D                    E
Ngingetang ipiane dibi sanja
D                    C#m     F#m
Titine pegat talenta ambain tiang
    B                            E
Ditengah jalan lantas buin mebalik

D     E    A           F#m
Ento cihna lakar nepukin baya
D      E         A
Madak tusing ja ada

[INTERLUDE]
  A F#m D E (2x)

A                   C#m
Konden ja ada meselat telung dina
     D               E
Rasa ipiane pidan maekang
D                       C#m     F#m
Sing ada belabar tusing ja ada ujan
   B                       E
Tunangan tiang mejalan maluan

D      E     A          F#m
Dekdek remuk rasa keneh tiange
D      E        A  A-E/D
Napike dosan tiange


[REFF]

F#m  C#m           D          A
Rasa mengambang batise metindakan
F#m      C#m          Bm           E
Tresnane megatang kadi engkebang bulan
A        C#m          D        E
To nguda kekene lacur nasib tiange
    A           C#m
Tunangane ngalahin nganten
     D           E   A
Tiang bengong pedidi

[MELODI]
   F#m C#m D A
   F#m C#m B E
   A C#m D A
   A C#m D-E A


A                   C#m
Konden ja ada meselat telung dina
     D               E
Rasa ipiane pidan maekang
D                       C#m     F#m
Sing ada belabar tusing ja ada ujan
   B                       E
Tunangan tiang mejalan maluan

D      E     A          F#m
Dekdek remuk rasa keneh tiange
D      E        A  A-E/D
Napike dosan tiange

[REFF]

F#m  C#m           D          A
Rasa mengambang batise metindakan
F#m      C#m          Bm           E
Tresnane megatang kadi engkebang bulan
A        C#m          D        E
To nguda kekene lacur nasib tiange
    A           C#m
Tunangane ngalahin nganten
     D           E   A
Tiang bengong pedidi"
40,Angka Ganjil,Angka Ganjil Nada Perpisahan,"[INTRO]
  A F#m (3x)

  A
Teringat masa-masa indah dulu
  F#m
Saat semua masih bersama
  D               Dm            A      E
Disaat senang, sedih pun juga kita lalui

  A
Persahabatan itu tak harus abadi
  F#m
seperti mentari yang datang ke bumi
  D                Dm          A E
Namun saat senja akan pergi lagi

  A
Peluklah dengan erat
      C#m
Kita tetap bergandeng tangan
  D               Dm           A   E
Walau ini adalah sebuah perpisahan

         A
Jangan pernah lepaskan
        C#m
Hidup memang tak harus sejalan
   D                               A   E
Ku yakin kawan, kita kan bersama lagi Yee

[MELODI]
   A C#m D Dm A E (2x)

  A
Peluklah dengan erat
      C#m
Kita tetap bergandeng tangan
  D               Dm           A   E
Walau ini adalah sebuah perpisahan

        A
Jangan pernah lepaskan
        C#m
Hidup memang tak harus sejalan
   D                               A   E
Ku yakin kawan, kita kan bersama lagi Yee

  A
Peluklah dengan erat
      C#m
Kita tetap bergandeng tangan
  D               Dm           A   E
Walau ini adalah sebuah perpisahan

        A
Jangan pernah lepaskan
        C#m
Hidup memang tak harus sejalan
   D                               A
Ku yakin kawan, kita kan bersama lagi

    E          A   E                A
Suatu saat nanti kita kan bertemu lagi
    E          A   E                A
suatu saat nanti kita kan bersama lagi

"
32,Lolot,Lolot Handphone Usak,"[INTRO]
  A D E (4x)

A                      D
Ne ejoh iya ngepaekang ne paek iya ngejohang
          E                      D
Yening suba kadung ipun asyik mepalyan HP
A                           D
Kadirasa timpalne disamping tusing kerungu
         E                 D
Nyak kenken ja ditu suba kadung asyik browsing

A   D E
Woo...woo...
     D
Me-twitter lan me-facebook-an

A   D E
Woo...woo...
       D
BBM-an lan me-instagram

A             D
Rame mekumpul kenyam- kenyem pedidian
        E                    D
Ipun saling siepin kadi anak mepuikan
A                      D
Adane dogen ipun sinah asli mekumpul
E                        D
Kewala keneh ipune pada-pada mejohan

A   D E
Woo...woo...
     D
Me-twitter lan me-facebook-an

A   D E
Woo...woo...
       D
BBM-an lan me-instagram

[REFF]

F#m       D       A      E                  F#m
Tusing melihang jamane globalisasi lan teknologi
          D             A       E        F#m 
Kewala sampunang ke engsapang teken iraga bali
        D          A         E             F#m
Tetep iraga bersosialisasi mangda becik memargi
          D      A        E        F#m
Ngiring iraga makesami ngewangung bali

A                     D             E
Menyama braya punika sane patut utamayang
A                     D             E     D
Menyama braya punika sane patut utamayang   (Saje to Dee)
A                     D             E     D
Menyama braya punika sane patut utamayang   (patut pisan)
A                     D             E     D
Menyama braya punika sane patut utamayang
(aja keto nang)


   A D E D A

A                      D
Ne ejoh iya ngepaekang ne paek iya ngejohang
          E                      D
Yening suba kadung ipun asyik mepalyan HP
A                           D
Kadirasa timpalne disamping tusing kerungu
         E                 D
Nyak kenken ja ditu suba kadung asyik browsing

A   D E
Woo...woo...
     D
Me-twitter lan me-facebook-an

A   D E
Woo...woo...
       D
BBM-an lan me-instagram

[REFF]

F#m       D       A      E                  F#m
Tusing melihang jamane globalisasi lan teknologi
          D             A       E        F#m 
Kewala sampunang ke engsapang teken iraga bali
        D          A         E             F#m
Tetep iraga bersosialisasi mangda becik memargi
          D      A        E        F#m
Ngiring iraga makesami ngewangung bali


A                     D             E     D
Menyama braya punika sane patut utamayang
A                     D             E     D
Menyama braya punika sane patut utamayang   
A                     D             E     D
Menyama braya punika sane patut utamayang  
A                     D             E     D
Menyama braya punika sane patut utamayang

A                     D             E     D
Menyama braya punika sane patut utamayang
A                     D             E     D
Menyama braya punika sane patut utamayang   
A                     D             E     D
Menyama braya punika sane patut utamayang  
A                     D             E     D
Menyama braya punika sane patut utamayang"
8,Painful By Kisses,Painful By Kisses Berlalu,"[INTRO]
  A C#m E F#
  A C#m E

          A
Yang terjadi
                     E
Biarkan lah ini terjadi
                               A
Yang berlalu biarkan lah berlalu
                       E
Ku renungkan ini sendiri

         A
Yang benar
                       E
Biarkan lah merasa benar
                        A
Yang salah biarkan bersalah
                      E
Kan kunilai ini sendiri

   D
Ini hidupku
E
Ini jalanku
A        B
Ku berlalu...
       C#m             E
Walau semua menghadangku

A        B
Ku berlalu...
        C#m
Tanpa ragu

          A
Yang terjadi
                     E
Biarkan lah ini terjadi
                               A
Yang berlalu biarkan lah berlalu
                       E
Ku renungkan ini sendiri

        A
Yang benar
                       E
Biarkan lah merasa benar
                        A
Yang salah biarkan bersalah
                      E
Kan kunilai ini sendiri

  D
Ini hidupku
E
Ini jalanku
A        B
Ku berlalu...
       C#m             E
Walau semua menghadangku

A        B
Ku berlalu...
        C#m
Tanpa ragu

A        B
Ku melangkah...
       C#m             E
Walau semua menghakimiku
A        B
Ku melangkah...
          C#m
Karna ku mampu

C#m
Aku memaafkan
   B        A
Tapi tak melupakan
C#m
Aku memaafkan
   B        A
Tapi tak melupakan
C#m
Aku memaafkan
   B        A
Tapi tak melupakan
C#m
Aku memaafkan
   B        A
Tapi tak melupakan

[MUSIK]

A        B
Ku berlalu...
       C#m             E
Walau semua menghadangku

A        B
Ku berlalu...
        C#m
Tanpa ragu

A        B
Ku melangkah...
       C#m             E
Walau semua menghakimiku
A        B
Ku melangkah...
          C#m
Karna ku mampu

Dan akuuu mampu (scream)
Dan akuuu mampu (scream)
Dan akuuu mampu (scream)"
53,So Band,So Band Kesaksiang Bulan,"[INTRO]
  A C#m D E

A    C#m            D               E
Miik mengalub bunga mawane baang beli
A   C#m             D          E
Semanis munyin beli ngajuman tiang
       F#m     C#m
Oh serasa makeber tiang
  D          E
Keampehan rayuan

[INTERLUDE]
  A C#m D E

A    C#m            D               E
Sekadi hujan tresnan adi ngetisin beli
A    C#m             D                E
Mekada mentik bungan tresna ditaman hati
       F#m     C#m
Oh napike jakti tresna puniki
  D             E
Tresna ane sujati

[REFF]

     A         C#m
Mejanji kal satya
    D                E
Selantang tuuh medampingan
    A         C#m
De ade keneh ragu
        D                E
Setulus hati saling nyayangin

  A         C#m
Kesaksian bulan
         D              E
Tulus tresna nyikiang iraga

[MELODI]
  A C#m D E (2x)

A    C#m            D               E
Sekadi hujan tresnan adi ngetisin beli
A    C#m             D                E
Mekada mentik bungan tresna ditaman hati
       F#m     C#m
Oh napike jakti tresna puniki
  D             E
Tresna ane sujati

[REFF]

     A         C#m
Mejanji kal satya
    D                E
Selantang tuuh medampingan
    A         C#m
De ade keneh ragu
        D                E
Setulus hati saling nyayangin

  A         C#m
Kesaksian bulan
         D              E
Tulus tresna nyikiang iraga

[REFF]

     A         C#m
Mejanji kal satya
    D                E
Selantang tuuh medampingan
    A         C#m
De ade keneh ragu
        D                E
Setulus hati saling nyayangin

  A         C#m
Kesaksian bulan
         D              E
Tulus tresna nyikiang iraga

[OUTRO]
  A C#m D E (2x)
  A"
90,Rocktober,Rocktober Berlayar,"[INTRO]
   G G/F# Em D
   C G/B Am D
   G G/F# Em D
   C G/B Am D
            
         G              G/F#                      
Diastun jarak saling mejohan   
       Em            D
tusing lakar dadi halangan      
         C                                
Menjaga tresnane jani   
      G/B              D   
tulus ring dasar hati sayang

          G                  G/F#
Sing kerasa pitung bulan berlayar  
     Em            D
jelek melah sube rasayang
    C                 G/B             D                       
Dini beli berjuang ditu adi satya ngantosan
C         D            G
Dot pesan beli ketemu adi 

[REFF] 
             C     D
Sabar – sabar adi ditu
           G  G/F# Em
Kabarin yen adi rindu
       C       D              G
BBM beli, SMSbeli, telfonin beli

             C     D
Sabar- sabar adi malu
          G  G/F# Em         
Beli pasti lakar kemu
           C           D             G                     
Mulih ke bali ke umah adi ngelamar aadi…

[MELODI]
  G G/F# Em D
  C G/B Am D

          G                  G/F#
Sing kerasa pitung bulan berlayar  
     Em            D
jelek melah sube rasayang
    C                 G/B             D                       
Dini beli berjuang ditu adi satya ngantosan
C         D            G
Dot pesan beli ketemu adi 

[REFF] 
             C     D
Sabar – sabar adi ditu
           G  G/F# Em
Kabarin yen adi rindu
       C       D              G
BBM beli, SMSbeli, telfonin beli

             C     D
Sabar- sabar adi malu
          G  G/F# Em         
Beli pasti lakar kemu
           C           D             G                     
Mulih ke bali ke umah adi ngelamar aadi…

[INTERLUDE]
  C D G G/F# Em
  C D G

[REFF] 
               C     D
Sabar – sabar adi ditu
           G  G/F# Em
Kabarin yen adi rindu
       C       D              G
BBM beli, SMSbeli, telfonin beli

             C     D
Sabar- sabar adi malu
          G  G/F# Em         
Beli pasti lakar kemu
           C           D             G                     
Mulih ke bali ke umah adi ngelamar aadi…

           C           D             G 
Mulih ke bali ke umah adi ngelamar aadi…"
38,4WD,4WD Dogy Susy,"[INTRO]
   G D C D (2x)

   G                       D
Ngelah kuluk cerik ye madan i dogy
C                  D
Hadiah special uling i susy
  G                   D
Sebilang susy mai teke melali
C           D
Egal egol ikut ne i dogy

Em                   D
Jani susy sube sing taen mai
C            D
Sebet i dogy ngenehang i susy
Em            D
Susy megedi kenehe sepi
C                     D
Dogy prustasi kanti sing nyak ngamah

G               D
Susy megedi i dogy milu mati
C               D
Tiang pedidi dini nyakitang hati
 G                D
Susy megedi i dogy milu mati
C             D
Susy megedi dogy be mati

  G           D
DOgy susy... SUbe megedi
C            D
Dogy susy... sing buin mewali 
 G           D
DOgy susy... SUbe megedi
C          D
Dogy susy... tuah di memori

[INTRO]
   G D C D

Uuwoo...Uuwooo...oo...oo...Uuwoo...

 G              D
Ngetel yeh mate nanem i dogy
C                 D
Sebet kenehhe rindu ken susy
 G               D
Sing ada buin kongkongan i dogy
C              D
Sing buin ada kenyeman i susy

Em                   D
Jani susy sube sing taen mai
C            D
Sebet i dogy ngenehang i susy
Em            D
Susy megedi idogy mati
C                     D
Frustasi keneh sing mekite ngudiang

G               D
Susy megedi i dogy milu mati
C               D
Tiang pedidi dini nyakitang hati
 G                D
Susy megedi i dogy milu mati
C             D
Susy megedi dogy be mati

  G           D
DOgy susy... SUbe megedi
C            D
Dogy susy... sing buin mewali 
 G           D
DOgy susy... SUbe megedi
C          D
Dogy susy... tuah di memori

[MUSIK]

  G           D
DOgy susy... SUbe megedi
C            D
Dogy susy... sing buin mewali 
 G           D
DOgy susy... SUbe megedi
C          D
Dogy susy... tuah di memori

  G           D
Dogy susy... DOgy susy...
C            D
Dogy susy... DOgy susy...

  G           D
DOgy susy... SUbe megedi
C          D
Dogy susy... tuah di memori

[INTRO]
   G D C D

Uuwoo...Uuwooo...oo...oo...Uuwoo..."
7,Ray Peni,Ray Peni Ampurayang,"[INTRO]
   G C D

G             C         D
Sing kene ban ngorahang ape
G          C          D
Hidup di jaman kali yuga
G              C             D
Buta kala ngerangsukin angga sarira
            C
Solah manusane
G
Setate
            D
Ngulurin indriya

G            C         D
Sing taen takut karma pala
G           C              D
Pipis dadi ukuran menyama braya
G                    C          
Setate ngae hidup timpale sengsara
          C
Mesuryak lege
    G
Yen sube
          C              D
Nepuk timpal nemu sengkala

[REFF]

    G                C            D
Ken kenang lakar ngajegang gumi Baline
G     D        C        D
Nu medasar ban keneh iri ati

G       D             C          Em
Yadnya suci katur ring Bhatara sami
          C           G
Suara kul-kule me klentung
   C         D
Cihne karya agung
                           G
Di Jaba tajene sing taen suung

G              C         D
Sing kene ban ngorahang ape
G          C         D
Hidup di jaman kali yuga

G            C             D
Artha brana mule ane jani kuasa
          C
Sing je merasa
         G
Ento mekejang
C              D
Peponganan di sekala

G            C         D
Sing taen takut karma pala
G           C              D
Pipis dadi ukuran menyama braya

G            C              D
Tutur anak tua sube sing kanggo
               C
Jeg nganggoang kita
           G
Merasa kin bisa
C                     D
Laba pura anggo prakara

[REFF]

    G                C            D
Ken kenang lakar ngajegang gumi Baline
G     D        C        D
Nu medasar ban keneh iri ati

G       D             C          Em
Yadnya suci katur ring Bhatara sami
          C           G
Suara kul-kule me klentung
   C         D
Cihne karya agung
                           G
Di Jaba tajene sing taen suung

[MELODI]
  G C D

G             C         D
Sing kene ban ngorahang ape
G          C          D
Hidup di jaman kali yuga
G              C             D
Buta kala ngerangsukin angga sarira
            C
Solah manusane
G
Setate
            D
Ngulurin indriya

G            C         D
Sing taen takut karma pala
G           C              D
Pipis dadi ukuran menyama braya

G            C              D
Tutur anak tua sube sing kanggo
               C
Jeg nganggoang kita
           G
Merasa kin bisa
C                     D
Laba pura anggo prakara

     G               C             D
Ken kenang lakar ngajegang gumi baline
G           D             C          D
Nyen nu ngajeng, ngajeng timpal patu

G       D             C          Em
Yadnya suci katur ring Bhatara sami
          C           G
Suara kul-kule me klentung
   C         D
Cihne karya agung
                      G
Pamedek sami ngiring melalung


D  C          D               G  C D G
...Pamedek sami melah lan luung........"
9,Motifora,Motifora Dua Hati,"[INTRO]
   F C F Am G F C

G D
Ku merasakan suatu yang tak ingin kurasakan
Em Bm
Dan ku harus mampu melepaskan
C
Semua perih yang kau berikan
G G/F# Em C
Tak mengerti hingga kini kau hianati Dengan dirinya...

G D
Aku sadari tak mampu seperti yang kau mau
Em Bm                 C 
Ku Hanya manusia yang penuh keterbatasan hidupku
G G/F# Em C
Aku rasa itu bukan suatu alasan kau bagi cintamu

G Em
Tlah kau hancurkan..Telah kau hempaskan 
C
Hati yang selalu menyinta
Cm D
Hati yang selalu merindukan dirimu

[REFF]

G                 D Em
Mungkin hanya air mataku yang mampu mengerti
C               D G
Betapa derasnya sakit ini telah kau khianati
D                        Em
Dan mungkin juga langkah kaki ku
                  C               D G
Yang mampu pahami betapa hebatnya perih ini

Kau telah main hati

[MELODI]
  G D Em C D 2x

[REFF]

G                 D Em
Mungkin hanya air mataku yang mampu mengerti
C               D G
Betapa derasnya sakit ini telah kau khianati
D                        Em
Dan mungkin juga langkah kaki ku
                  C               D G
Yang mampu pahami betapa hebatnya perih ini

Kau telah main hati

[REFF]

E F#m
Mungkin hanya air mataku yang mampu mengerti
D E A
Betapa derasnya sakit ini telah kau khianati
E F#m
Dan mungkin juga langkah kaki ku
                  D E A
Yang mampu pahami betapa hebatnya perih ini
Kau telah main hati

Hu wooooooooo
Hu wooooooooo

C D  G
Sakit ini kau telah khianati
E F#m
Mungkin hanya air mataku yang mampu mengerti"
3,Ripper Clown,Ripper Clown Seperti Diriku,"[INTRO]
   Em C Bm Am (2x)

Em               C
..Menyadarkan diri
          Bm
Bahwa diriku
             Am
Tak lagi kau butuhkan
Em              C
..Hanya jadi cerita
                Bm
Kisah singkat masa lalu
                    Am
Yang mungkin tak terlupakan..
    
     Em
Awal yang terasa indah
        C
Sungguh nyaman menentramkan
     Bm
Berbalik berubah
     Am
Sekejap mata

          Em
Bicara semaunya
               C
Menilai rendah kasihku
               Bm
Kau pikir ku pijakan
             Am
Dalam langkahmu..
             Bm  B
Langkah hidupmu..

[REFF]
                 Em
  Sekarang kau bisa
              C
  Puas tersenyum
                 Bm
  Bahagia dengan ruang
        Am
  Hidup barumu..
             Em
  Tapi pikirkan
                C
  Suatu ketika nanti
                 Bm
  Kau akan mengerti
                  Am
  Sakit yang di hati..

             Em
Mencoba berdalih
          C
Kuatkan alasan
           Bm
Jarak kita berbeda
            Am
Begitu jauh adanya..

Em          C
..Jadi mengapa
              Bm
Di awal kau meminta
             Am
Kasih yang kini kau tinggal
             Bm  B 
Tinggalah luka haa…

[REFF]
                 Em
  Sekarang kau bisa
              C
  Puas tersenyum
                 Bm
  Bahagia dengan ruang
        Am
  Hidup barumu..
             Em
  Tapi pikirkan
                C
  Suatu ketika nanti
                 Bm
  Kau akan mengerti
                  Am
  Sakit yang di hati..

Em                        C
Bukan maksudku untuk lukaimu
Bm                         Am
Ku hanya ikuti takdir hidupku
Em                               C
Walau tempatku tak lagi disampingmu
Bm                           Am
Dalam hatiku selalu mengenangmu..

[INTERLUDE]
   Em C Bm Am (2x)

[REFF]
                 Em
  Sekarang kau bisa
              C
  Puas tersenyum
                 Bm
  Bahagia dengan ruang
        Am
  Hidup barumu..
             Em
  Tapi pikirkan
                C
  Suatu ketika nanti
                 Bm
  Kau akan mengerti
                  Am
  Sakit yang di hati..

                Em
  Sekarang kau bisa
              C
  Puas tersenyum
                 Bm
  Bahagia dengan ruang
        Am
  Hidup barumu..
             Em
  Tapi pikirkan
                C
  Suatu ketika nanti
                 Bm
  Kau akan mengerti
                  Am
  Sakit yang di hati..

              Em
Satu hal yang pasti
                C
Kekasih ibarat diriku
                Bm
Tak mudah kau temui
         Am
Di atas bumi ini.."
