,artiss,juduls,chords
159,"
Di Ubud n' Band - I Luh Oh...
","
Di Ubud n' Band - I Luh Oh...
","

Em               Bm     C                       G
Bengong pedidi di beten lampu mercury
Em          Bm     C               D
Di duur trotoar jalane metimpal sepi
Em           Bm         C                                G
Di kenehe tuah misi mekudang kudang rawat adi
Em         Bm      C                D
Apa ja adi jani tusing inget ajak beli


Reff : (2 x)
G
I Luh..
D                       Em
Dong anggurin beli buin mani
Bm                   C
Dong plalinin beli buin mani
G                     Am            D
Apang tusing beli buduh pedidi

Em            Bm       C           G
Enggalang iluh beli jejeh pedidi
Em                    Bm
Abang mekejang rawat iluhe
C                 D
Dini beli mengantosang


Back to Reff : (2 x)


D#          F                        G
….Ipidan iluh suba taen mejanji
D#                F                  G
….tusing dadi lempas ken janji


Intro : G D Em Bm
C G Am D

Solo Melodi  (2 X)


Back to Reff :

A
I Luh..
E                        F#m
Dong anggurin beli buin mani
C#m                 D
Dong plalinin beli buin mani
A                     Bm           E
Apang tusing beli buduh pedidi

I luh… Oh..     (4 x)




































"
160,"
KIS - Song Of Glory
","
KIS - Song Of Glory
","


intro : GF#mEm CBmD, GF#mEm CDD#G

G                     F#m                             Em

Stop Singing a Song Of Broken Hearted

C                     Bm                              D

Stop Singing a Song Of Broken Hearted

G                         F#m                         Em

Now It’s Time For Us To Take The Glory

                                      C

To Come Back In Black

                                      D D# G

To Come Back In Black….

            G         F#m     Em

Berjuang, teruslah berjuang,

            C         Bm                  D

Dadi anak muani harus berjuang

            G         F#m                 Em

Tusing harus kalah dadi pecundang,

            C         Bm                  G

Apa buin kalah sebelum berperang

       G              F#m                 Em

`Suud monto megending sakit hati

       C              Bm                  D

 Suud monto megending sakit hati

      G               F#m                 Em

 Jani galah iraga dadi pemenang

                        C                     D

 Dadi pejantan, dadi pejantan






































"
161,"
KIS - Let's Go Party
","
KIS - Let's Go Party
","


intro : AGA 2x

                        A   G   A

`Let’s Go Party Hura-hura,

                        A   G   A

 Let’s Go Party Gila-gila,

                        A   G   A

 Wahai pemuda Indonesia,

                        A   G               A

 Let’s Go Party semua gembira…

D                                             A G A G

Masa muda gairah darah muda

D                                                 A G A G

Hidup sekali jangan pernah kau sia

D                                             A G A G

Lupakan segala gundah didada

D                                                E

Lupakan semua masalah yang ada

Back to `

D                                             A G A G

Hentakan kaki goyangkan badan

D                                                A G A G

Dentuman music pecahkan telinga

D                                                             A G A G

Ingatlah selalu Please Don’t Do Narkoba!!

D                                                     E

Angkat gelasmu dan tertawalah ha…

Back to `

F#m                                    A

Jangan sampai lupa daratan

F#m                                  A

Jangan sampai lupa semua

F#m                             E

Ingat nanti kembali kerja.. kerja.. kerja keras
Back to `




































"
162,"
KIS - Bapak Mabuk
","
KIS - Bapak Mabuk
","


intro : EmCGAm 5x

EmCGD

Tusing ulian inguh, Tusing ulian stress

EmCGD

Bapak care kene, Always Everyday

EmCGD

Ape ane ngeranayang, Apa dadi penyebabne

EmCGD

Bapak care kene, Always Everyday

 C                    Bm Bm            D         Em

`Ene boya ja frustasi, ene kenyataan hidup

 C                                G         Bm

 Digumine tusing ngidang mengerti

EmCGD

Bapak Mabuk

EmCGD

Tusing ulian inguh, Tusing ulian stress

EmCGD

Bapak care kene, Always Everyday

EmCGD

Ade ane mabuk duit, Ade ane mabuk cinta

EmCGD

Ade ane mabuk kuasa, Ada mabuk janda

EmCGD

Bapak Mabuk, Ajik Mabuk, Ajung Mabuk

EmCGD

Nanang Mabuk, Papi Mabuk, Dedy Mabuk

EmCGD
Bape Mabuk, Makejang Mabuk





































"
163,"
Di Ubud n' Band - Bli Bangsat
","
Di Ubud n' Band - Bli Bangsat
","

Intro:  G# Fm
G#  Fm

G#                      Fm
Di hatin beline adi nu idup
G#                                Fm
Di tangkah beline nu ada sisan tresnan adi
D#            C#        G#
Dija jani adi beli rindu

Intro : Fm       G#        Fm

G#                           Fm
Yen idep-idepang adi nu dini
G#                                     Fm
Mirib beli tusing kal nawang artin tresnan adi
D#            C#       G#
Dija jani adi beli rindu

Pre Reff :

Fm      C#                       D#                Fm
Orang ja beli bangsat mula saja beli bangsat
C#                D#            Fm
Orang ja beli jele mula saja beli jele
C#                        D#                   Fm
Orang ja beli naskleng mula saja beli nas keleng
C#                         D#
Orang ja beli brengsek mula saja beli

Reff :

C#    D# Fm
Bangsat…
C#    D# Fm
Beli bangsat…
C#    D# Fm
Beli bangsat…
C#    D# Fm
Beli bangsat…

Back to Pre Reff :
Back to Reff :




































"
164,"
Di Ubud n' Band - Gantung
","
Di Ubud n' Band - Gantung
","

E                                                      G#m
Dibi sanja SMS beli kok sing bales adi
A         E
Ento ngaenang beli
E
Curiga teken ragan adi

E                                                            G#m
Dibi sanja peraaan beli ngorang janggal di ragan adi
A         E
Ento ngaenang beli
E
Curiga teken ragan adi

***
F#m                G#m
Apa saja iraga metunangan
A
Apa saja iraga pada ngelahang

Reff : ( 2X)
E
De gantunge teresnan beli
G#m
De gantunge rasa sayang beli
A
Tusing kene carane
E
Pelih kene carane

E                                                          G#m
Tusing biasane sekat jani adi sesai ngelidang beli
A
Ngalih pelih-pelih beli
E
Beli sing ngerti

Back to ***
Back to Reff

Solo gitar : E G#m
F#m
A F#m A F#m E
B E
G#m
E A
F#m A F# E
B B E
G#m




































"
165,"
Di Ubud n' Band - I Hate You Windy
","
Di Ubud n' Band - I Hate You Windy
","

Intro    : G Bm C G D
G
Nlektekin langit jani
Bm
Nu sing windy inget ken ragan beli
C
Ne pidan kanti jungklang-jungkling
G                           D
das mati ngedotang windy
G                                Bm
Windy lempas ken janji windy lantas megedi
C                               G                                   D
Ngaenang beli sakit hati tunggang-tungging gantung diri
C              D            G
Pocol beli ngetohin windy
Reff : (2 X)
G
Windy……
Bm
I hate you windy
Am                           D
Rese you windy.. persetan dengan you windy
Solo :
G Bm Am D
D Em A D C
D      G                   Em             D C
Dalam hati beli nu sayang windy
D            G
Sejujurne beli rindu
Back to Reff :






































"
166,"
Di Ubud n' Band - Ice Cream Strawberry
","
Di Ubud n' Band - Ice Cream Strawberry
","

Intro: E D G#m
E D

G#m
Sekate iraga ketemu
A
Rasane tusing ada rasa ragu
F#m                                        B
Galahe terus berlalu sing taunang iraga mecumbu
F#m
Iraga tusing pada nawang
B           A            B
Dini iraga mediman aku padamu

Reff 1 :
E                   A                  E
Bibih adine merasa cara ice cream
B    A                   E
Belig dingin rasa strowberry

G#m
Goban adine tusing bes jegeg
A
Tusing mase bes jelek
F#m
Nanging hatin beli ngorahang
B
Adi ngelah teresna
F#m
Iraga tusing pada nawang
B            A          B
Dini iraga mediman aku padamu

Reff 2 :
E                   A                    E
Bibih adine merasa cara ice cream
B       A                  E
Belig dingin rasa strowberry
E
Sebilang wai sebilang peteng
A
Setata ka ingetang
B      A                 E
Belig dingin rasa strowberry

Solo Melodi : C#m A E
C#m A B


Back to Reff 2 :






































"
167,"
Di Ubud n' Band - Makenyem Je Adi
","
Di Ubud n' Band - Makenyem Je Adi
","

C              Em                               F
Yadiastun adi pidan liu anake ngorahang adi….
G       C
Kene keto
C                                       Em                             F
Nanging beli tusing mekirig sawireh tresnan beline sujati
G       C
Kapining adi
F      Am    F
Solah adine ipidan
Em    C
Sampunang ento anggon seselan

Intro : G G Am G

F
Depang anake nyambatang
Am                                 F
Sujatine jani iraga ne nawang

Reff :

G            D       Am
Mekenyem je adi
G                     Em              F
Beli tusing lakar nyampahang tresnan adi
Am     Em     Am               Em             F
Gelut-gelut beli dini tekekang de kanti kelesang

C                 Em       Am
Beli tusing lakar peduli
G                            F
Yen buin mani beli lakar meningehang
C
Masa lalu adi
E                               E                  G     F
Diolas percaya ajak beli jaga perasaan beli
G
Beli mejanji

Back to Reff

Interlude : Am G Dm F
Am G Dm F
G# Bb
C
Reff (End)




































"
168,"
Di Ubud n' Band - Ming, Ming, Ming
","
Di Ubud n' Band - Ming, Ming, Ming
","

Intro   :  G Am (8x)

G                               Am
Biasane malam minggu beli ajak Koming
G                          Am
Biasane hari sabtu pasti ajak Koming
C
Nanging jani
G        Am
Beli edot pedidi

G                          Am
Bes sesai beli takut bosen ajak Koming
G                          Am
Bes sesai beli jejeh emed ajak Koming
C
Dina ne jani
G      D
Beli edot pedidi

Reff:
G
Ngoyong nden Ming
Am
De pedih nah Ming
G                                 Am
Bli nu dini kumpul-kumpul ajak timpal-timpal
C                D
De ngopak nden Ming… Ming, Ming, Ming, Ming,

Ming, Ming, Ming, Ming, Ming..
Am                         G
Koming jegeg ne sayangang beli
Am                     G
Koming jegeg tunangan ngerti
Am                   D          G
Sumpah mati beli sayang adi…

Kembali ke pertama
Kembali ke Reff: (2X)

Read more: http://www.liriklagubagus.com/chord-di-ubud-n-band-ming-ming-ming.html#ixzz1wQOTdOCt




































"
169,"
Bintang - Satya
","
Bintang - Satya
","

G
Adi nakal beli nu nyayangin
Em
Adi selingkuh beli nu nyayangin
C
Adi sing taen nepatin janji
D
Beli masih nu nyayangin

G
Sing ada keneh beli megatin
Em
Sing ada keneh beli naduanin
C
Yadiastun solah adine
D
Suba keliwat bates

G
Beli satya teken janjin iraga
Em
Dugas mara metunangan
C
Lakar nyaga tresna
D
Apang tusing mepalasang

G
Adi masih ngorang lakar satya
Em
Milu masih nyaga tresna
C
Yadiastun ada anak muani
D
Ane luwungan teken beli

Reff :
G                            Em
Beli satya adi… Satya kanti mati
C                                           D
Dumogi adi bisa ngubah sikap adi ne cara ipidan
G                             Em
Beli satya adi… Satya kanti mati

C
Dumogi Ida Sang Hyang Widhi ngicenin
D
Iraga satya kanti mati

Intro : G Em C D (2x)

Kembali ke awalKembali ke Reff




































"
170,"
4WD - Ugag Ugig
","
4WD - Ugag Ugig
","

ntro    : D5 F5 C5 A5C5 (3X)

D5 F5
Tingalin ja jani
C5 A5 D5
cerik-cerike mengoyod arak jak metuakan
D5 F5 C5
aeng klepusanne di warung-warung
A5 C5
matane barak nasne pengeng

Intro : D5 F5 C5 A5C5

D5 F5
gruang-grueng di jalane
C5 A5 D5
jemak polisi tusing kapok
D5 F5 C5
ne penting happy pokokne punyah
A5 C5 D5
nak ngomong apa sing kerunguang

Reff:
D5 F5 C5 A5 C5 D5
Kadung suba gunimne usak cerik-cerike pragat memunyah
D5 F5 C5 A5 C5 D5
Kadung suba jamanne lengeh ditu lengeh dini masih lengeh

Melodi1

D5 F5 C5
mebaju sekolah dompet merante
A5 D5
cunguh metebek jek cara sampi
D5 F5 C5
ne penting happy pokokne punyah
A5 C5 D5
nak ngomong apa sing kerunguang

Back to Reff 2x

Melodi2

Read more: http://www.liriklagubagus.com/chord-4wd-ugag-ugig.html#ixzz1wQNezuWb




































"
171,"
4WD - Jangan Lupakan Aku
","
4WD - Jangan Lupakan Aku
","

Intro    : G  C  G  C

G                    Em                      C          G-D
Semakin dekat kau meninggalkanku
G                    Em                C           D 
Semakin takut ku kehilanganmu
G                   Em                C           G-D 
Semakin jauh kau pergi dariku
G                     Em                 C        D 
S'makin gelisah tak ingin berpisah


Reff :
            C                G
Tanpa gemerlap bintang
                 Em           D 
Yang s'lalu terangi malam
                C              G            D 
Bulan pun hanya bungkam, terdiam
             C 
Rasa rindu di hati
                   D 
Sayang dan cinta ini
                E                                   D 
Takkan terhapus waktu, hanya untukmu
              C 
Jangan lupakan aku
                 D 
Kenanglah cinta ini
            E                             D 
Saat indah bersama, tuk selamanya


Intro : G  C  Em  D  (2x)
          C  D  C  D


G                    Em             C           G-D
Terasa hampa sepi ku sendiri
G                     Em                C        D
Tak ada canda dan tawamu lagi
G                      Em              C        G-D 
Semakin jauh kau pergi dariku
G                     Em                C        D 
S'makin gelisah tak ingin berpisah

Back to Reff




































"
172,"
KIS - Semangat Membara Berjiwa Pemenang
","
KIS - Semangat Membara Berjiwa Pemenang
","

Intro    : Em       Bm          C          G
             Em       Bm          C           D   


verse 1

G          D                Em           C
Beli     belog     apa    adi   ne    belog,   

G          D                   G                   G
Beli    lengeh       apa     adi    ne   lengeh

G              D                  Em               C      
Kanti      kene      ben     beli    nyayangin  

G          D                      G
Tetep   mase      terus     kuangan



pre reff

Em                                         D
Be    bang      bulan      adi    nagih      bintang        

C                                    G
Be   bang      ati    adi    nagih      jantung

Em                                                 D
Be    baang       tangkah         adi    nagih  basang        

                       C                                    C
Bli   sing    ngidang         bli   sing    ngidang......


reff

Em                        Bm              
Terserah          me    je    megedi        

            C                                              G
Beli    nungidang          idup     tanpa      adi

   E                           Bm                  
 Dadi     kekene        solah      adine      

  C                                                       D
Buka      tumor        ganas menggrogoti  beli



 verse 2  (chord sama dengan verse 1)                        

jelek-jelek  beli nak nu mejeneg         
tusing bagus sajan tapi tampil  maksimal
beli  nak nu ngidang  berjuang          
semangat mebara  berjiwa pemenang

pre     reff
reff




































"
173,"
Nanoe Biroe - Pemuda Elit
","
Nanoe Biroe - Pemuda Elit
","

Intro    : G-Em 2x


G  G/F#           Em
Beli mula pemuda elit,
C     C/B           Am
Pemuda ekonomi sulit
G        G/F#               Em
Nanging Beli sing kal berkelit
C     C/B               Am
Hadapi masa-masa sulit...



Chorus 1:
C                                   Em
Beli mula lacur, nanging nu ngidang bersyukur
C                          D
Jani Beli lacur, nanging sing kal melacur...


Reff:
G  G/F#           Em
Indik tresna Beli ken ragan Adi
C                 C/B           Am      D
Beli sing kal mesimpuh, di beten batis Adine
G      G/F#           Em
Tresna Adi, de ulian medalem Beli
C              C/B              Am      D
Tresnain ja Beli, tulus uling hatin Adine...
C
Pang tresna tetap mekilit,
D                                  G
Diastun di ekonomi sulit...


Intro : G-Em 2x
Melody :
Am-C-Am-G
Am-C-Am-D…


Chorus 2 :
C                                       Em
Nanging Beli sing ja pemuda pesimis
C                                           G                  G/F#
Demi  impian, tetap mautsaha lan optimis
C                                                           Em        Am
Berjuang semampu Beli, tanpa harus mengemis
D
Nanging pipis sing jaminan, tresna harmonis...

Chorus 1:
Reff : 2x




































"
174,"
Nanoe Biroe - P.S.D.B
","
Nanoe Biroe - P.S.D.B
","

Bm G A Bm
Para semeton sareng sami ne wangiang titiang
G A
Ngiring sareng-sareng mekumpul di sarang baduda
B G A
Cenik kelih, luh muani, lacur sugih, panjak agung
Bm G A F#
Ento tusing ja pengalang iraga dadi besik metimpal...

G A
Sing ada nak kelih, yening sing ada ne cerik
G A
Sing ada nak muani, yening sing ada ane luh...
G A
Sing ada nak sugih, yening sing ada ne lacur
G A Bm
Sing ada nak agung, yen janjakne sing ngagungin
G A Bm
Pasemeton Suka Duka Baduda... 4X


Sumpah Baduda:

1. Kami putra dan putri baduda bersumpah tidak akan menjual, membeli, atau memakai narkoba...
2. Kami putra dan putri baduda bersumpah tidak akan berkelahi dan atau menggunakan kekerasan, kecuali terhadap penjajah
3. Kami putra dan putri baduda bersumpah dengan segala kekurangan dan kerendahan hati, akan turut serta ngajegin Bali...


F# GAF G
Sing ada pasemeton ne nganggon narkoba
F# GA F# G A
No... no... sing ada pesemeton demen mejaguran...




































"
175,"
Widi Widiana - Celeng Guling (Lirik)
","
Widi Widiana - Celeng Guling (Lirik)
","

Yening pineh pinehang adi
Tresnan beeline ken adi
Tan bine sekadi toye ening
Ane membah uli gunung
Kedas tur suci nirmala

Dije mirib adi ngalih
Ane luungan teken beli
Tan bine sekadi batun buluan
Tresnan beeline memesik
Wantah adine sayangang

Reff
Meme bape sube setuju ngelah mantu beli
Celeng guling sube sedia kal anggon mesakapan
Ape mirib ane kuaangan sekale niskala
Nunas ice beli sesai apang side jangkep




































"
176,"
Widi Widianan - Bukti Tresna (Lirik)
","
Widi Widianan - Bukti Tresna (Lirik)
","

Adi sayangang dingehang jani munyin beli
Unduk tresnane dihati

Keliwat tresna beli kapining adi
Sing nyandang adi sengsaya
Bukti tresna ane gelahang beli
Tusing je medasar ben arta
Adi sube nawang beli lacur dadi jeleme
Apang tusing adi meseselan

Reff
Tresnan beeline kel baang adi
Tuah medasar ban tresna sujati
Dumadak je adi
Tuah medasar ban tresna sujati
Dumadak je adi ngeresepang dihati
Tur nerima tresnan beli




































"
177,"
Widi Widiana - Bintang Pinaka Saksi (Lirik)
","
Widi Widiana - Bintang Pinaka Saksi (Lirik)
","

#intro
Napike adi sareng ngerasayang
Grudug tangkah beline
Tresnan beline banget kapin adi
Wantah adine di hati…

#intro2
Kadi raseyang wareg tampe need
Yening sube man metemu
Adi satmake bungan keneh beli
Jiwa premanan beline…..
Galang bulan rage mejanji
Ngukuhang tresnan mesikang kenehe

Reff:
Kebiar bintang- bintang duur langite
Pinake nyaksiang janjine sehidup semati
Dumadak je adi tresne ken beli
Diastun belabar gede
Tusing je malasin tresnan beli……

{ KEMBALI  KE #intro2}





































"
178,"
4WD - Tresna Sujati (Lirik)
","
4WD - Tresna Sujati (Lirik)
","

Be pada nawang rasa ne gelahang


Be pada ngerti rasa di hati
Saling percaya raga jak dadua
Nyalanang rasa de buin sengsaya




Yening pedidi tusing lakar ngidang
Setata rindu yen sing ketemu
Saling percaya raga jak dadua
Nyalanang rasa de buin sengsaya




Rasa di hati tresna sujati
Sing lakar mati dingehang dingehang
Janji ring hati satya ked mati
De taen megedi dingehang dingehang




Yening pedidi tusing lakar ngidang
Setata rindu yen sing ketemu
Saling percaya raga jak dadua
Nyalanang rasa de buin sengsaya




Rasa di hati tresna sujati
Sing lakar mati dingehang dingehang
Janji ring hati satya ked mati
De taen megedi dingehang dingehang




Rasa di hati tresna sujati
Sing lakar mati dingehang dingehang
Janji ring hati satya ked mati
De taen megedi dingehang dingehang




































"
179,"
Tisna ft. Dian - Adake Tresna Sujati
","
Tisna ft. Dian - Adake Tresna Sujati
","

Intro : G D Em C (2x)

Em          Bm    C           G
Mekita ngeling ulian tresna
Em           Bm      C           G
Setata ngenang kisah ne lara
Em             Bm   C                 G
Ngelah tunangan sing taen melah
Em             Bm  C         D
Setata nyakitin atin tiange


*
Em
Tresna mula ngidang ngae raga liang
C                                                        G
Mabuk kepayang melayang mekeber ngindang
                  D
Ring ambune
Em
Nanging ulian tresna masih raga sebet
C                                                      G
Sakit ngeling ngetelang yeh mata kala ulung
                  D
Uling ambune


Reff :
C                             Em
Adake tresna ne sujati
D            C                            G              D
Kapining tiang… tusing lakar ilang 
C                             Em
Adake tresna ne sujati
D              C                        G         D
Tulus lan suci… setata ngae liang… oh..oh.. ooo…


Em              Bm   C           D
Tresna ne palas rikala kembang
Em               Bm  C                 D
Telah manis ne sepah ne mekutang
Em               Bm  C                D
Ngelah tunangan sing taen melah
Em             Bm   C        D
Setata nyakitin atin tiange


Back to Chorus :
Back to Reff : 

Intro : Em C G D (2X)
Solo melodi

Back to Chorus :
Back to Reff :




































"
180,"
Marco Band - Sakit Ati
","
Marco Band - Sakit Ati
","


  : 
Intro : A D (2X)

A                                                   D
Dugas pidan adi mejanji sayang ken beli
A                                                            D
Ucapan adi ngorahang sayang sing ngidang ngengsapang
F#m   E            D
Adi setata ngae demen
F#m   E                D
Adi setata ngorahang sayang


Reff :
           A                          D
Sakit atin beli… Inguh bayun beli
F#m  E              D
Adi ngalahin beli
          A                          D
Sakit atin beli… Inguh bayun beli
F#m  E           D
Adi nyuudin beli

A                              D
Apekeh pelih beli bisa ke…. kene
A                                    D
Apake mara beli dadi jelema tiwas
F#m  E               D    
Beli mula muani sing memodal
F#m     E               D
Lakar ngae idup adi sengsara

Idup adi sengsara


Back to Reff
Back to Intro : A D (2x)
                        F#m E D (2X)

Back to Reff 2X - End




































"
181,"
Dipa N' Band - Mulih Luh
","
Dipa N' Band - Mulih Luh
","

verse 1 
G                             D                Em
Nguda       kekene        inguh      hatin

                          Bm          C
Tiange       jani     mengantosang

       C             G             D
Ragan       adi ne    di   hati

    

verse 2
G                             D                Em
Minab ke         adi    mengengsapang

                                    Bm          C
Unduke        pidan      jak     dadua

          C                   G                 D
Saling      satia      ngucap       janji


Reff :
Em       Bm          C                          G
Iluh -    iluh          mai     je   mulih      luh

Em      Bm        C                     D          G
Iluh -    iluh       mai   mulih      jani     iluh....


Solo : 
          D          G
          D          Em
          Bm          G
          D          Em
          D          

verse 2
reff
solo
         C          G
          Em          E          D
          C          G
          D          Em          G


verse 3
    C                            G
Dini mekelo nagntosang ragan adi 

   D
Pidan mewali

    C                  G
Oh.. oh.. mekelo suba beli

  D
Ngantos

reff




































"
182,"
Nanoe Biroe - Fresh Gowes Gowes
","
Nanoe Biroe - Fresh Gowes Gowes
","





Intro: C-G-Am-G     2x

C               G    Am           G

Aku sadari di hidupku ini

C                      G                     Am                G

Masalah datang dan pergi tak kan berhenti

C                  G     Am           G

Ku coba nikmati, selalu hadapi

C                  G               Am    G

Syukur Aku masih hidup, hari ini...


F

Saatnya sejenak, ku lupakan saja

Em                                   Am

masalah-masalah yang ku punya...

F

Ku harus keluar, tuk udara segar

G

Inilah waktunya bersepeda...


Reff:

C    G        Am  G

Gowes...gowes...

F                   G               C             G

Bersepeda berkeliling meredakan stress

C    G        Am  G

Gowes...gowes...

F

Ku melihat-lihat, aku berkeringat,

G

badan dan pikiran jadi fresh...


(REPEAT)

Overtone Reff :


D    A        Bm  A

Gowes...gowes...

G                   A               D             A

Bersepeda berkeliling meredakan stress

D    A        Bm  A

Gowes...gowes...

G

Ku melihat-lihat, aku berkeringat,

A

badan dan pikiran jadi fresh...


D-A-Bm-A

Fresh Gowes-gowes...







































"
183,"
Nanoe Biroe - Positif Tresna
","
Nanoe Biroe - Positif Tresna
","

Intro    : E-C#m-F#- B (2X)

E                      C#m 
Beli tusing lakar percaya, 
     F#                   B                      E
Yadiastun ada anake ne nyelekin Adi,
                   C#m 
Beli tusing lakar ngugu,
     F#                       B                         A
Beli tusing ragu indik tresnan Beli jak Adi...
          F#                      A                     B
Beli seken demen jak Adi, seken-seken teresna, eh...


*
E                      C#m 
Beli tusing lakar perduli, 
          F#                   B                 E
Teken memory, masa lalu adine pidan
                   C#m 
Beli tusing lakar ngugu, 
      F#                      B                         A
Beli tusing ragu indik tresnan Beli jak Adi...
                 F#            A                  B
Ragan Beli positif thinking, Beli positif feeling...


Reff :
E         C#m   F#                    B
Syala.. la..la.. Beli seken teresna
E         C#m   F#                B
Syala.. la..la.. Beli pasti satya,
E         C#m    F#                  B
Syala.. la.. la.. Beli tetap teresna...
E         C#m
Syala.. la.. la.. 
F#
Beli positif, positif-positif...
E
Beli positif tresna...




































"
184,"
Nanoe Biroe - Tusing Ulian Perawan
","
Nanoe Biroe - Tusing Ulian Perawan
","

Intro    : C F Dm G

C                    F
Kal tekep Beli kuping Beline
       Dm                           G
Rikala anake nyelek-nyelekin I Luh
C                               F
Anggap Beli makejang ento jelema iri
           Dm                            G
Nyingakin ragan Beli jak raga I Luh...

            Dm            Em
Mula keto I Luh, anake dina janine
            F                                     G
Tusing demen ningalin timpalne demen...

C                               F
Sampunang I Luh nyebetin unduke ento
           Am                                    G
Anggap makejang gegodan tresnan iraga
           Dm                                            Em
Anjing menggonggong kafilah tetap berlalu
        F                       G
Keto pepatahne ngorahang...


Reff :
       C                                      Em
Diastun ditu jani liu anake ngorahang
             F                       F#                    G
Ragan I Luh bakatin Beli suba tusing perawan...
             C                                                        Em
Nanging tresnan Beline tumbuh tusing ulian perawan
              F                           Fm          C
Tresnan di hatin Beli tumbuh ulian tresnan... I Luhe...

uuhh... yeah... yeah... I Luh...


Intro : C F Dm G (2x)


           Dm                                            Em
Anjing menggonggong kafilah tetap berlalu
        F                       G
Keto pepatahne ngorahang...

Back to Reff (2x)




































"
185,"
Di Ubud n' Band - Arak Cola
","
Di Ubud n' Band - Arak Cola
","

            Bm                                                   A
Nanging ento tusing dadi halangan beli demen I Luh
          Bm                                     A
Yadiastun liu anak ngorang I Luh nakal
             Bm                                                    A
Nanging ento tusing dadi halangan beli sayang I Luh
          Bm
Yadiastun liu anak ngorang I luh
                E
Ngelah masa lalu gelap


Reff:
                A                         D
Depang suba anak ngorahang
           Bm                 Em
Ne penting iraga nyalanang
              A                               D
De dingeha anak ne nyampahang
    Bm           E                             A
Iraga mejalan... cara arak lan coca cola
D                                           A                   D
Uuuhuu..... cara arak lan coca cola


Bridge: 
   Bm     
Ulian tresna
                    E         
Kangin orang Yu kauh gue setuju
Bm
Ulian tresna
                  E
Putih orang Yu selem gue anggut-anggut





































"
186,"
Di Ubud n' Band - Jele Melah
","
Di Ubud n' Band - Jele Melah
","

G Bm
mirib mula beli lakar tsing ngidang

G Em 
dadi anak muani cara di ipian

G Bm 
ne stata ngaenang keneh adine liang

Am Bm
jani beli merasa beli nak muani kuangan,

Bm G
yen buin mani matan ai tusing segalang jani

Bm G
yen buin mani gumine dini tusing cara jani

Am Bm 
enu sing ada sayang adine

C Bm 
mekilit ngajak ragan beli

dingehin adi...... 
reff

G Em
terima jele melah beli

G Em 
yen mula adi saja ngerti

C Am
terima jele melah beli


C Em
yen mula adi sja ngerti
solo

Em G Em G


Am Em Am D 
dingehin adi...

reff

G Bm 
beli nak muani kuangan....

G Bm

G
beli nak muani kuangan.....




































"
187,"
Lolot -Ulian Punyah
","
Lolot -Ulian Punyah
","

G   D      Em             Bm             C D                   G   D
ulian punyah adi megatang tresnane kapening beli

G   D       Em             Bm            C  D               G   D
ulian punyah   adi mengalahin beli hidup pedidi

Melodi 1 : G D Em Bm C D G D (2x)


G            D               Em
beli nu demen ngalih timpal
  Bm           C
pakedek pakenyung
       D           G   D
sambilang matuakan
G          D           Em
ya diastun beli mamunyah
 Bm              C
ngelimurang manah
     D         G   D
ngae kenehe liang


Reff :

G   D      Em            Bm               C D                  G   D
ulian punyah adi megatang tresnane kapening beli
G   D       Em             Bm            C  D               G   D
ulian punyah   adi mengalahin beli hidup pedidi

G               D              Em
katimbang mangkin idup beli
 Bm          C
kadi ye i bebek
D                 G  D
state angonang adi
G             D             C
rarisang mangkin ragan adi
 Bm            C
matilar ring beli
D              G   D
rereh tetujon adi

Melodi 2 : G-Fm#-Em D Em D
              : C D C D

Reff (4x)




































"
188,"
Lolot - Megedi
","
Lolot - Megedi
","

Intro    : G D Em C-D (2x)


G                 D                               Em
 Durusang adi nangis selega kayun
                  C              D     G
Ring duur tangkah beline
                              D                            Em
Telasang mangkin yeh panyingkan adi
                 C       D       G
Beli nenten je luluh hati
                                  D                        Em
Sampun kadung sakit kerasayang beli
                     C            D    G
Menyingakin tingkah adi
                                       D                            Em
Memanying manyingan ngajak anak muani
                   C          D     G
Rasa sesek tangkah beli


Reff :

G           D                  Em                 C     D    G
Megedi… sampunang je malih adi mewali
G           D                  Em                 C           D        G
Megedi… tan wenten ampura kapening ragan adi
G           D                 Em              C                         D        G
Megedi… engsapang je beli banggiang sampun pedidi
G           D                  Em                    C                            D       G
Megedi… sampunang je malih sampunang je malih mewali


G D Em C D (3x)

Back to reff

G D Em C D


 G                  D               Em               C     D     G
Kadung sesai ragan adine menyakitin hatin beli
G                              D                        Em            C         
Ten wenten malih galah kapening adi jagi pacang
                    D           G
Nyambung tresnane




































"
189,"
Yong Sagita - Lanang Wadon (Lirik)
","
Yong Sagita - Lanang Wadon (Lirik)
","

Yen ne lanang mahasiswa
Ane wadon ya mahasiswi
Yen ne lanang ya karyawan
Ane wadon ya karyawati 


Yen ne lanang ya wartawan

Ane wadon ya wartawati

Yen ne lanang peragawan

Ane wadon ya peragawati

Yen ne lanang widiadara

Ane wadon ya widiadari

Yen ne lanang butakala

Ane wadon ya butakali


Yen ne lanang ya raksasa

Ane wadon ya raksasi

Yen ne lanang ya begundal

Ane wadon ya begundil


Nelanang nunggang newadon nungging

Bareng bareng tunggang tungging




































"
